000000.png: [0.5214500094539749, -0.853281833651959]
017810.png: [-0.058722021951470346, -0.9982743731749958]
017820.png: [0.14654866108946232, -0.9892034623538708]
017830.png: [0.49301257198088033, -0.8700221858486124]
017840.png: [0.5710644881985998, -0.8209052017854871]
017850.png: [-0.13511320473331348, -0.9908301680442989]
017860.png: [0.13216372009101796, -0.9912279006826347]
017870.png: [-0.09480909262799544, -0.9954954725939521]
017880.png: [0.28216632399155017, -0.9593655015712707]
017890.png: [-0.242535625036333, -0.970142500145332]
017900.png: [0.18884739365012448, -0.9820064469806473]
017910.png: [0.2333729524753242, -0.9723873019805175]
017920.png: [0.4472135954999579, -0.8944271909999159]
017930.png: [-0.24253562503633297, -0.9701425001453319]
017940.png: [-0.039968038348871575, -0.9992009587217894]
017950.png: [-0.05547001962252291, -0.9984603532054125]
017960.png: [-0.38074980525429486, -0.924678098474716]
017970.png: [-0.3624462611549484, -0.9320046715412958]
017980.png: [-0.3786328457205041, -0.9255469562056767]
017990.png: [0.2216211035889681, -0.9751328557914597]
018000.png: [-0.3363363969981562, -0.9417419115948374]
018010.png: [-0.04163054471218133, -0.999133073092352]
018020.png: [-0.11043152607484653, -0.9938837346736188]
018030.png: [-0.4472135954999579, -0.8944271909999159]
018040.png: [0.3511234415883917, -0.9363291775690445]
018050.png: [0.0, -1.0]
018060.png: [0.4472135954999579, -0.8944271909999159]
018070.png: [-0.06880209161537815, -0.997630328422983]
018080.png: [-0.389639990836698, -0.9209672510685588]
018090.png: [0.15799050110667284, -0.9874406319167053]
018100.png: [-0.43145549730400484, -0.9021342216356465]
018110.png: [-0.40273861426601687, -0.9153150324227656]
018120.png: [-0.1871121078899952, -0.9823385664224747]
018130.png: [0.11462410798513052, -0.9934089358711311]
018140.png: [-0.5214500094539749, -0.853281833651959]
018150.png: [-0.4788521306805733, -0.8778955729143844]
018160.png: [-0.13663739713703102, -0.9906211292434748]
018170.png: [-0.413802944301184, -0.9103664774626047]
018180.png: [0.24253562503633297, -0.9701425001453319]
018190.png: [-0.5854905538443584, -0.8106792283998809]
018200.png: [-0.1871121078899952, -0.9823385664224747]
018210.png: [0.3624462611549484, -0.9320046715412958]
018220.png: [-0.2873478855663454, -0.9578262852211513]
018230.png: [-0.039968038348871575, -0.9992009587217894]
018240.png: [-0.11043152607484653, -0.9938837346736188]
018250.png: [-0.6689647316224497, -0.7432941462471664]
018260.png: [-0.6689647316224497, -0.7432941462471664]
018270.png: [-0.4640069946705576, -0.8858315352801555]
018280.png: [0.2124296443310437, -0.9771763639228009]
018290.png: [-0.5038710255240862, -0.8637789008984335]
018300.png: [-0.058722021951470346, -0.9982743731749958]
018310.png: [-0.058722021951470346, -0.9982743731749958]
018320.png: [-0.6689647316224497, -0.7432941462471664]
018330.png: [0.2940858488375231, -0.95577900872195]
018340.png: [-0.05547001962252291, -0.9984603532054125]
018350.png: [0, 0]
018360.png: [-0.08304547985373997, -0.9965457582448796]
018370.png: [-0.39391929857916763, -0.9191450300180578]
018380.png: [0.24253562503633297, -0.9701425001453319]
018390.png: [0, 0]
018400.png: [-0.3511234415883917, -0.9363291775690445]
018410.png: [-0.11043152607484653, -0.9938837346736188]
018420.png: [0.1643989873053573, -0.9863939238321437]
018430.png: [-0.40613846605344767, -0.9138115486202573]
018440.png: [-0.17888543819998318, -0.9838699100999074]
018450.png: [-0.25242189714700275, -0.9676172723968438]
018460.png: [-0.08304547985373997, -0.9965457582448796]
018470.png: [0.2873478855663454, -0.9578262852211513]
018480.png: [-0.4472135954999579, -0.8944271909999159]
018490.png: [-0.18428853505018536, -0.9828721869343219]
018500.png: [0.5432512781572743, -0.8395701571521512]
018510.png: [0.08304547985373997, -0.9965457582448796]
018520.png: [0.037011660509880265, -0.9993148337667671]
018530.png: [0.0, -1.0]
018540.png: [-0.5038710255240862, -0.8637789008984335]
018550.png: [-0.4472135954999579, -0.8944271909999159]
018560.png: [-0.3511234415883917, -0.9363291775690445]
018570.png: [0.39391929857916763, -0.9191450300180578]
018580.png: [-0.4472135954999579, -0.8944271909999159]
018590.png: [-0.05547001962252291, -0.9984603532054125]
018600.png: [-0.05547001962252291, -0.9984603532054125]
018610.png: [-0.4472135954999579, -0.8944271909999159]
018620.png: [0.49613893835683387, -0.8682431421244593]
018630.png: [0.04993761694389223, -0.9987523388778445]
018640.png: [0.49026123963255896, -0.8715755371245493]
018650.png: [0.0, -1.0]
018660.png: [-0.34570535882735637, -0.9383431168171101]
018670.png: [0.12403473458920847, -0.9922778767136677]
018680.png: [-0.303203657276947, -0.9529257800132619]
018690.png: [-0.3559953275919878, -0.9344877349289681]
018700.png: [-0.1871121078899952, -0.9823385664224747]
018710.png: [0.413802944301184, -0.9103664774626047]
018720.png: [-0.7071067811865476, -0.7071067811865476]
018730.png: [-0.658504607868518, -0.7525766947068778]
018740.png: [-0.04343722427630694, -0.9990561583550596]
018750.png: [0, 0]
018760.png: [0.5766831975986553, -0.8169678632647616]
018770.png: [-0.6757246285173463, -0.7371541402007414]
018780.png: [-0.24253562503633297, -0.9701425001453319]
018790.png: [0.9149178015729321, -0.40364020657629357]
018800.png: [0.5692099788303083, -0.8221921916437787]
018810.png: [0.24253562503633297, -0.9701425001453319]
018820.png: [0.31622776601683794, -0.9486832980505138]
018830.png: [-0.9647638212377322, -0.2631174057921088]
018840.png: [-0.5144957554275265, -0.8574929257125441]
018850.png: [-0.2544932992796438, -0.9670745372626465]
018860.png: [0.793606361291916, -0.6084315436571356]
018870.png: [0.5692099788303083, -0.8221921916437787]
018880.png: [0.38461538461538464, -0.9230769230769231]
018890.png: [0.4472135954999579, -0.8944271909999159]
018900.png: [-0.9852117548196745, -0.17134117475124774]
018910.png: [0.9615239476408232, -0.27472112789737807]
018920.png: [0.8, -0.6]
018930.png: [0.7808688094430304, -0.6246950475544243]
018940.png: [-0.1168412475673972, -0.9931506043228762]
018950.png: [-0.3976074376343004, -0.9175556253099241]
018960.png: [-0.31622776601683794, -0.9486832980505138]
018970.png: [-0.508729312126641, -0.8609265282143156]
018980.png: [-0.6060432152628562, -0.7954317200324987]
018990.png: [-0.6074501075707971, -0.7943578329771962]
019000.png: [-0.3823517927262997, -0.9240168324218909]
019010.png: [-0.5038710255240862, -0.8637789008984335]
019020.png: [-0.18884739365012448, -0.9820064469806473]
019030.png: [0.09950371902099892, -0.9950371902099892]
019040.png: [-0.28734788556634544, -0.9578262852211514]
019050.png: [-0.20395425411200105, -0.9789804197376051]
019060.png: [-0.5812381937190965, -0.813733471206735]
019070.png: [-0.658504607868518, -0.7525766947068778]
019080.png: [0.1543768802736096, -0.9880120337511015]
019090.png: [-0.14654866108946232, -0.9892034623538708]
019100.png: [-0.5665288228870652, -0.8240419241993676]
019110.png: [0.18589166810485064, -0.9825702456970676]
019120.png: [0.17666406279377406, -0.984271206993884]
019130.png: [-0.5070201265633938, -0.8619342151577695]
019140.png: [0.0, -1.0]
019150.png: [0.4472135954999579, -0.8944271909999159]
019160.png: [-0.13216372009101796, -0.9912279006826347]
019170.png: [0.3314859950125598, -0.9434601396511317]
019180.png: [-0.28, -0.96]
019190.png: [0.0, -1.0]
019200.png: [0.1871121078899952, -0.9823385664224747]
019210.png: [-0.031234752377721213, -0.9995120760870788]
019220.png: [0.0, -1.0]
019230.png: [0.4472135954999579, -0.8944271909999159]
019240.png: [-0.1520571842539411, -0.9883716976506172]
019250.png: [-0.43145549730400484, -0.9021342216356465]
019260.png: [-0.5854905538443584, -0.8106792283998809]
019270.png: [-0.4472135954999579, -0.8944271909999159]
019280.png: [0.18428853505018536, -0.9828721869343219]
019290.png: [-0.52999894000318, -0.847998304005088]
019300.png: [-0.3589790793088691, -0.9333456062030595]
019310.png: [0.20395425411200105, -0.9789804197376051]
019320.png: [-0.42288546533112387, -0.9061831399952655]
019330.png: [-0.17378533390904768, -0.9847835588179369]
019340.png: [-0.23162052730603974, -0.9728062146853669]
019350.png: [-0.4472135954999579, -0.8944271909999159]
019360.png: [0.25766265056033233, -0.9662349396012463]
019370.png: [-0.2982749931359468, -0.9544799780350297]
019380.png: [0.2982749931359468, -0.9544799780350297]
019390.png: [-0.052558833122763673, -0.9986178293325098]
019400.png: [-0.49026123963255896, -0.8715755371245493]
019410.png: [0.49613893835683387, -0.8682431421244593]
019420.png: [-0.49026123963255896, -0.8715755371245493]
019430.png: [-0.5547001962252291, -0.8320502943378437]
019440.png: [0.2544932992796438, -0.9670745372626465]
019450.png: [0.42288546533112387, -0.9061831399952655]
019460.png: [-0.5812381937190965, -0.813733471206735]
019470.png: [0.058722021951470346, -0.9982743731749958]
019480.png: [-0.058722021951470346, -0.9982743731749958]
019490.png: [0.06237828615518053, -0.9980525784828885]
019500.png: [-0.47409982303501746, -0.8804710999221753]
019510.png: [0.18428853505018536, -0.9828721869343219]
019520.png: [0.05547001962252291, -0.9984603532054125]
019530.png: [0.3713906763541038, -0.9284766908852594]
019540.png: [0.3285206249412727, 0.944496796706159]
019550.png: [0.11400590984727985, 0.9934800715262958]
019560.png: [0.07124704998790965, 0.9974586998307351]
019570.png: [0.04343722427630694, -0.9990561583550596]
019580.png: [0.0, 1.0]
019590.png: [-0.9284766908852594, -0.3713906763541037]
019600.png: [0.1871121078899952, 0.9823385664224747]
019610.png: [-0.037011660509880265, 0.9993148337667671]
019620.png: [0.19611613513818402, 0.9805806756909201]
019630.png: [-0.08588834215301201, 0.9963047689749394]
019640.png: [0.01960407493444558, 0.9998078216567244]
019650.png: [0.04078236951430928, 0.9991680531005774]
019660.png: [-0.13598002073001697, 0.9907115796044094]
019670.png: [-0.40613846605344767, 0.9138115486202573]
019680.png: [-0.2060104810498419, -0.9785497849867489]
019690.png: [-0.5144957554275265, -0.8574929257125441]
019700.png: [-0.39391929857916763, -0.9191450300180578]
019710.png: [-0.1168412475673972, -0.9931506043228762]
019720.png: [0.13511320473331348, -0.9908301680442989]
019730.png: [-0.21693045781865616, -0.9761870601839528]
019740.png: [0.13511320473331348, -0.9908301680442989]
019750.png: [-0.04163054471218133, -0.999133073092352]
019760.png: [0.3511234415883917, -0.9363291775690445]
019770.png: [-0.682318250360011, -0.7310552682428689]
019780.png: [0.24253562503633297, -0.9701425001453319]
019790.png: [-0.682318250360011, -0.7310552682428689]
019800.png: [-0.1520571842539411, -0.9883716976506172]
019810.png: [0.24253562503633297, -0.9701425001453319]
019820.png: [-0.2060104810498419, -0.9785497849867489]
019830.png: [-0.43145549730400484, -0.9021342216356465]
019840.png: [0.02630668208823282, -0.9996539193528472]
019850.png: [0.02630668208823282, -0.9996539193528472]
019860.png: [-0.4819187497721559, -0.8762159086766471]
019870.png: [-0.06651901052377393, -0.9977851578566089]
019880.png: [0.32599068331940423, -0.9453729816262721]
019890.png: [-0.11043152607484653, -0.9938837346736188]
019900.png: [0.11043152607484653, -0.9938837346736188]
019910.png: [-0.34731435582359393, -0.9377487607237036]
019920.png: [-0.03446227583977888, -0.9994059993535875]
019930.png: [0.1757906384836575, -0.984427575508482]
019940.png: [-0.3589790793088691, -0.9333456062030595]
019950.png: [-0.03446227583977888, -0.9994059993535875]
019960.png: [0.27881019486395536, -0.9603462267536241]
019970.png: [0.2873478855663454, 0.9578262852211513]
019980.png: [-0.25912856608735, -0.9658428372346682]
019990.png: [-0.5812381937190965, -0.813733471206735]
020000.png: [-0.49613893835683387, 0.8682431421244593]
020010.png: [0.7682212795973759, 0.6401843996644799]
020020.png: [-0.52999894000318, 0.847998304005088]
020030.png: [-0.6139406135149205, -0.7893522173763263]
020040.png: [0.10653312363426524, -0.994309153919809]
020050.png: [-0.03224129401095805, 0.9994801143396995]
020060.png: [-0.24253562503633297, -0.9701425001453319]
020070.png: [-0.655686655446243, 0.7550331183926435]
020080.png: [-0.25997347344787264, 0.9656157585206697]
020090.png: [0.2333729524753242, -0.9723873019805175]
020100.png: [0.49613893835683387, -0.8682431421244593]
020110.png: [0.09950371902099892, -0.9950371902099892]
020120.png: [0.029399051601892736, -0.999567754464353]
020130.png: [-0.6507913734559685, -0.7592566023652966]
020140.png: [0.2714601650218062, -0.9624496759864037]
020150.png: [-0.7808688094430304, -0.6246950475544243]
020160.png: [-0.9883716976506172, -0.1520571842539411]
020170.png: [0.17888543819998318, -0.9838699100999074]
020180.png: [0.3314859950125598, -0.9434601396511317]
020190.png: [-0.9970544855015815, 0.07669649888473704]
020200.png: [0.9805806756909202, -0.19611613513818404]
020210.png: [-0.4472135954999579, -0.8944271909999159]
020220.png: [-0.039968038348871575, -0.9992009587217894]
020230.png: [-0.8320502943378437, -0.5547001962252291]
020240.png: [0.49972245348957717, -0.8661855860486004]
020250.png: [0.06049506040189035, -0.9981684966311908]
020260.png: [0.5615014183372645, -0.8274757743917583]
020270.png: [0.23162052730603974, -0.9728062146853669]
020280.png: [0.31622776601683794, -0.9486832980505138]
020290.png: [-0.086629616364842, -0.996240588195683]
020300.png: [0.030289126640769135, -0.9995411791453814]
020310.png: [-0.7071067811865475, -0.7071067811865475]
020320.png: [-0.24253562503633297, -0.9701425001453319]
020330.png: [-0.04343722427630694, -0.9990561583550596]
020340.png: [0.26592899812581344, -0.9639926182060737]
020350.png: [-0.11462410798513052, -0.9934089358711311]
020360.png: [-0.9103664774626047, 0.413802944301184]
020370.png: [1.0, 0.0]
020380.png: [1.0, 0.0]
020390.png: [-0.8944271909999159, 0.4472135954999579]
020400.png: [0.23162052730603974, -0.9728062146853669]
020410.png: [0.2998265967403946, -0.9539937169012556]
020420.png: [0.045407660918649985, -0.9989685402102997]
020430.png: [0.2873478855663454, -0.9578262852211513]
020440.png: [-0.13663739713703102, -0.9906211292434748]
020450.png: [-0.07124704998790965, -0.9974586998307351]
020460.png: [-0.6102280094322957, -0.79222583680684]
020470.png: [-0.3581218616476183, -0.9336748535812905]
020480.png: [0.5692099788303083, -0.8221921916437787]
020490.png: [-0.058722021951470346, -0.9982743731749958]
020500.png: [0.22485950669875843, -0.9743911956946198]
020510.png: [0.3011313679370973, -0.9535826651341416]
020520.png: [0.0, -1.0]
020530.png: [0.9899494936611665, 0.1414213562373095]
020540.png: [0.1871121078899952, -0.9823385664224747]
020550.png: [0.4472135954999579, -0.8944271909999159]
020560.png: [-0.09950371902099892, -0.9950371902099892]
020570.png: [-0.37729688731351946, -0.9260923597695477]
020580.png: [0.06880209161537815, -0.997630328422983]
020590.png: [-0.4190581774617469, -0.9079593845004517]
020600.png: [-0.7310552682428689, -0.682318250360011]
020610.png: [0.03446227583977888, -0.9994059993535875]
020620.png: [0.2124296443310437, -0.9771763639228009]
020630.png: [-0.7327934916262993, -0.6804510993672779]
020640.png: [-0.3363363969981562, -0.9417419115948374]
020650.png: [-0.27472112789737807, -0.9615239476408232]
020660.png: [-0.38074980525429486, -0.924678098474716]
020670.png: [-0.7893522173763263, -0.6139406135149205]
020680.png: [-0.6689647316224497, -0.7432941462471664]
020690.png: [-0.6139406135149205, -0.7893522173763263]
020700.png: [-0.5547001962252291, -0.8320502943378437]
020710.png: [-0.3511234415883917, -0.9363291775690445]
020720.png: [0.1543768802736096, -0.9880120337511015]
020730.png: [-0.22485950669875843, -0.9743911956946198]
020740.png: [0.0, -1.0]
020750.png: [-0.2940858488375231, -0.95577900872195]
020760.png: [-0.1414213562373095, -0.9899494936611665]
020770.png: [0.3285206249412727, -0.944496796706159]
020780.png: [0.0, -1.0]
020790.png: [-0.5449883505954141, -0.838443616300637]
020800.png: [-0.1871121078899952, -0.9823385664224747]
020810.png: [0.12933918406776806, -0.9916004111862218]
020820.png: [-0.5931990380498501, -0.8050558373533679]
020830.png: [-0.1871121078899952, -0.9823385664224747]
020840.png: [0.3047757271037837, -0.9524241471993241]
020850.png: [-0.52999894000318, -0.847998304005088]
020860.png: [-0.39391929857916763, -0.9191450300180578]
020870.png: [-0.5766831975986553, -0.8169678632647616]
020880.png: [-0.5734623443633283, -0.8192319205190405]
020890.png: [-0.1559625734730109, -0.9877629653290692]
020900.png: [-0.3713906763541037, -0.9284766908852594]
